window_start,window_end,window_number,nn_count,nn_mean,nn_min,nn_max,sdnn,sdsd,rmssd,pnn20,pnn50,triangular_index,lf_power,hf_power,lf_hf_ratio,lf_norm,hf_norm,ln_hf,lf_peak,hf_peak,n_samples,sd1,sd2,sd1_sd2_ratio,dfa,subject,condition,label
0.0,30.0,1,36,869.1502836948644,712.1440000000003,1040.825999999999,87.4451592829093,63.30057044855441,62.703051733074496,77.14285714285715,48.57142857142857,12.0,2431.0254450005204,949.2155918415035,2.561088825231227,71.91870101877988,28.081298981220115,6.8556359507241105,0.13333333333333333,0.2,120,44.7602626171496,109.56463141856354,0.4085283913031616,1.2585074434883383,nathan,kognitif,lie
5.0,35.0,2,35,878.6122937769948,712.1440000000003,1040.825999999999,90.94545988861195,63.698080735247835,62.90594081244703,70.58823529411765,44.11764705882353,8.75,2243.1351128140545,786.3950461816316,2.8524278270898002,74.04234303967688,25.957656960323117,6.667459269450999,0.13793103448275862,0.20689655172413793,117,45.041344836461924,114.77618899159418,0.3924276039498105,2.613981553497658,nathan,kognitif,lie
10.0,40.0,3,36,871.2882243663037,712.1440000000003,1040.825999999999,91.86633921344428,68.90725623736822,68.05064573377282,68.57142857142857,40.0,9.0,679.8355281688061,596.2225933354587,1.1402377832842432,53.27621968875451,46.723780311245484,6.390614076090291,0.13559322033898305,0.2033898305084746,118,48.724788158402085,115.85287828980161,0.4205746881533566,1.2546858241812358,nathan,kognitif,lie
15.0,45.0,4,35,872.1832022053409,748.6639999999979,1040.824999999998,75.86270283642115,58.841355912610894,58.05907525305974,61.76470588235294,29.411764705882355,8.75,1971.4117787174696,474.03622689181526,4.158778732257916,80.61556713516349,19.384432864836512,6.161283746816407,0.14035087719298245,0.21052631578947367,114,41.60712178001832,95.09674428836983,0.4375241454518101,2.6502423532455466,nathan,kognitif,lie
20.0,50.0,5,35,866.337430652348,748.6639999999979,1040.824999999998,73.89944177407493,58.57853749466369,57.87037335895194,58.82352941176471,32.35294117647059,7.0,2293.648009321302,675.1882102818456,3.397049851276074,77.25747867721381,22.742521322786203,6.514991482053835,0.13793103448275862,0.20689655172413793,116,41.421281094467126,91.08493625589055,0.4547544610241561,1.2652752432447467,nathan,kognitif,lie
25.0,55.0,6,35,848.0773449380624,712.143999999995,1040.824999999998,83.08854673511857,63.750452833856755,62.82661126651634,58.82352941176471,35.294117647058826,5.833333333333333,3102.3243418920697,709.3184888028164,4.37366907935553,81.39074094008166,18.609259059918354,6.564304634134805,0.14035087719298245,0.21052631578947367,114,45.07837750253327,105.39327477891699,0.42771588222392737,2.520379334398838,nathan,kognitif,lie
30.0,60.0,7,36,857.1487950298357,712.143999999995,1040.824999999998,81.62958073684052,64.75040318110297,63.864380471479535,54.285714285714285,42.857142857142854,5.142857142857143,2034.075862521834,838.3044069487148,2.426416759426953,70.81499215620099,29.185007843799006,6.731381288636691,0.13793103448275862,0.20689655172413793,116,45.78544917392091,100.99945339501907,0.4533237323062471,1.1909695505238775,nathan,kognitif,lie
35.0,65.0,8,37,844.839989758759,712.143999999995,1004.3059999999997,72.7033409565208,58.99041416800293,58.660834620957225,52.77777777777778,38.88888888888889,4.625,1530.6744637548957,447.45196205237255,3.4208688162501253,77.38001190344703,22.619988096552955,6.103569184583769,0.13793103448275862,0.20689655172413793,117,41.71252188319786,84.45356342522842,0.4939107385341809,1.4763757992441957,nathan,kognitif,lie
40.0,70.0,9,36,836.0734041178306,712.143999999995,967.7849999999992,64.06425562425092,50.027341888656345,49.48381910697896,54.285714285714285,34.285714285714285,5.142857142857143,1597.4709877890725,708.3680138475444,2.2551427458056876,69.27938102596211,30.72061897403789,6.562963752217815,0.14035087719298245,0.21052631578947367,114,35.37467269420672,78.86925452926315,0.4485229752118619,1.2399471616560824,nathan,kognitif,lie
45.0,75.0,10,37,829.2693121146459,693.8829999999996,1022.5650000000002,81.64799111325362,60.93692710696839,60.257788619081126,55.55555555555556,38.88888888888889,7.4,1579.9289367124934,473.67953583351107,3.3354384498210767,76.93428215913733,23.065717840862664,6.160531008307298,0.13793103448275862,0.20689655172413793,117,43.088914382007694,99.03005095727195,0.4351094840958839,1.5716114018526426,nathan,kognitif,lie
50.0,80.0,11,38,833.4504387305947,693.8829999999996,1022.5650000000002,87.11833052065086,60.87694362858096,60.273454449600436,59.45945945945946,40.54054054054054,9.5,931.4384647069481,544.8954602504601,1.7093892914409936,63.091313486806165,36.908686513193835,6.300593960209991,0.13559322033898305,0.2033898305084746,118,43.04649965768079,110.86242031432872,0.38828756882296867,2.267460769800808,nathan,kognitif,lie
55.0,85.0,12,37,857.9501803179079,693.8829999999996,1022.5650000000002,84.40227439336782,56.52805046011178,55.795078717030684,58.333333333333336,38.88888888888889,9.25,2338.5479272177968,836.23135455426,2.7965322209956156,73.66017350070702,26.339826499292997,6.7289053146967195,0.13559322033898305,0.2033898305084746,118,39.97136780760037,109.05803701993506,0.3665146457779529,1.3586534069081824,nathan,kognitif,lie
60.0,90.0,13,36,857.2685867644634,693.8829999999996,1022.5650000000002,86.4364684480376,59.083786648973756,58.24296321297973,65.71428571428571,42.857142857142854,9.0,3348.574397756354,636.6875528564673,5.259368402496861,84.02394721484838,15.976052785151618,6.456279037368194,0.13559322033898305,0.2033898305084746,118,41.77854619766855,112.10882522637012,0.3726606367813534,1.659983489497531,nathan,kognitif,lie
65.0,95.0,14,37,847.4240573924513,675.6239999999991,1022.5650000000002,93.97043203273043,58.56939318254271,57.75020048594224,61.111111111111114,38.88888888888889,9.25,2592.43046512769,763.2807911439919,3.396430900929919,77.25427687744431,22.745723122555688,6.63762597294865,0.13333333333333333,0.2,120,41.4148150893571,124.41503919757056,0.33287627730913255,1.4050545973054354,nathan,kognitif,lie
