window_start,window_end,window_number,nn_count,nn_mean,nn_min,nn_max,sdnn,sdsd,rmssd,pnn20,pnn50,triangular_index,lf_power,hf_power,lf_hf_ratio,lf_norm,hf_norm,ln_hf,lf_peak,hf_peak,n_samples,sd1,sd2,sd1_sd2_ratio,dfa,subject,condition,label
0.0,30.0,1,42,679.1837042970965,564.065,818.8040000000001,68.45358890487059,47.704870957524584,47.38391636861422,39.02439024390244,31.70731707317073,4.2,741.5688675274888,517.8969863922422,1.4318848864006386,58.8796326013576,41.1203673986424,6.249776354513982,0.13559322033898305,0.2033898305084746,119,33.73243774969482,85.75097857403311,0.39337670905495165,1.7786593869710026,desta,sosial,truth
5.0,35.0,2,41,697.0805507433671,582.2609999999991,818.8040000000001,68.2262080640577,48.85286829669153,48.27264779846001,42.5,30.0,5.125,1258.587175228829,603.0989289943707,2.086866871621615,67.60469299167823,32.395307008321765,6.402081244621126,0.06779661016949153,0.2033898305084746,119,34.54419445300388,86.59140209336384,0.39893330767133134,1.9042690828608297,desta,sosial,truth
10.0,40.0,3,40,698.4852759111336,582.2609999999991,818.8040000000001,69.01684972703207,52.714451733819814,52.05305883383444,48.717948717948715,35.8974358974359,5.0,1661.9325741578032,232.84267265147884,7.137577297291205,87.71133024649886,12.288669753501141,5.450363000827087,0.07017543859649122,0.21052631578947367,115,37.274746287514944,87.40109835072005,0.42647915176008605,1.5842495498814777,desta,sosial,truth
15.0,45.0,4,40,718.9140077293154,600.4560000000013,855.1959999999995,69.8612731280257,50.45621565553466,49.80514043456352,51.28205128205128,33.33333333333333,5.714285714285714,1301.7986473740152,304.85608766328016,4.270207156931957,81.02541379830413,18.97458620169588,5.719839821527181,0.06666666666666667,0.2,120,35.6779322430394,88.81711555729485,0.4017010912724811,1.287669515738338,desta,sosial,truth
20.0,50.0,5,40,717.8740868980215,600.4560000000013,855.1959999999995,69.4075954343,52.09889783691119,51.44196798169519,51.28205128205128,33.33333333333333,6.666666666666667,1825.4788072873198,522.8639801960627,3.491307254714323,77.73476755681,22.265232443190012,6.259321354132313,0.06779661016949153,0.2033898305084746,119,36.839483952825056,86.63086068479285,0.42524665761853436,1.4928960687081485,desta,sosial,truth
25.0,55.0,6,42,701.1032570978617,600.4560000000013,855.1959999999995,73.13141853147684,55.15189670800231,54.47516068985495,53.65853658536586,34.146341463414636,4.666666666666667,1530.936040306428,681.9680559492776,2.24487940007016,69.18221367554128,30.81778632445872,6.524982817962441,0.13333333333333333,0.2,120,38.99828015752846,92.59511634975374,0.42116994605009944,1.6845444593616907,desta,sosial,truth
30.0,60.0,7,41,689.7254386403861,582.2609999999954,855.1959999999995,80.87380330315784,54.20758874869589,53.797127959069385,55.00000000000001,30.0,6.833333333333333,1053.7569753569921,952.8970111926644,1.1058456086855488,52.51313791117899,47.48686208882101,6.859506829810934,0.14035087719298245,0.21052631578947367,115,38.330553595974465,102.84336915024883,0.3727080696858104,1.5848365973416942,desta,sosial,truth
35.0,65.0,8,41,676.8953833807731,582.2609999999954,855.1959999999995,76.28303246734588,51.45890242462839,50.819738914415574,55.00000000000001,25.0,6.833333333333333,1597.2899716115637,1442.3161310038543,1.1074479008286813,52.5492421612518,47.4507578387482,7.274005524749243,0.13559322033898305,0.2033898305084746,118,36.38693885687161,98.76685229211667,0.3684124583544709,1.369986170225662,desta,sosial,truth
40.0,70.0,9,42,669.8766361574214,564.0649999999994,855.1959999999995,77.15903627501743,45.87393937238701,45.427914147565446,48.78048780487805,21.951219512195124,6.0,624.3576170468087,557.7266150255587,1.1194689301642824,52.81836946189682,47.18163053810319,6.323868905092669,0.13793103448275862,0.20689655172413793,117,32.43777360995541,101.91065023228138,0.3182962088458971,1.6017682328505531,desta,sosial,truth
45.0,75.0,10,43,646.7198010670799,564.0649999999994,855.1959999999995,58.2546425305786,38.73773193498274,38.393745000545636,38.095238095238095,11.904761904761903,6.142857142857143,293.46839439879545,423.1210929050946,0.6935801578311294,40.95348865679659,59.0465113432034,6.0476584097216195,0.13793103448275862,0.20689655172413793,116,27.391712939012972,74.99806183158333,0.3652322776090424,1.5364154019951137,desta,sosial,truth
