window_start,window_end,window_number,nn_count,nn_mean,nn_min,nn_max,sdnn,sdsd,rmssd,pnn20,pnn50,triangular_index,lf_power,hf_power,lf_hf_ratio,lf_norm,hf_norm,ln_hf,lf_peak,hf_peak,n_samples,sd1,sd2,sd1_sd2_ratio,dfa,subject,condition,label
0.0,30.0,1,37,812.4519635726872,727.7009999999997,873.2410000000002,33.17637219272762,36.534076446614435,36.03726084077133,30.555555555555557,19.444444444444446,3.7,57.41934500533013,72.48943912543749,0.7921063495327961,44.199740140382794,55.8002598596172,4.283440884014782,0.06666666666666667,0.2,120,25.83349319978879,31.36193159068219,0.8237213682164931,0.9485250740436816,dewi,etika,lie
5.0,35.0,2,36,817.3329070052619,727.7009999999997,873.2410000000002,33.381805544080756,37.32869366940293,36.80624614018222,34.285714285714285,20.0,3.6,99.42987697475394,94.0835897990307,1.0568248637955173,51.38137341675889,48.6186265832411,4.5441836402998135,0.06896551724137931,0.20689655172413793,117,26.39537242647016,34.72867826356873,0.7600454076065307,1.4173406098115473,dewi,etika,lie
10.0,40.0,3,35,822.4927614911267,727.7009999999997,927.818000000002,39.77027254751537,44.10940702567422,43.485535232185825,41.17647058823529,23.52941176470588,5.833333333333333,62.61875983172411,98.73195231653486,0.634229936332751,38.80910037396435,61.19089962603566,4.592408625726795,0.07017543859649122,0.2807017543859649,115,31.190060821971784,37.061976667985746,0.8415649575677883,1.1744072515611168,dewi,etika,lie
15.0,45.0,4,35,810.5715554149706,727.7009999999997,927.818000000002,38.972086892569514,41.710084890886755,41.17912251129192,44.11764705882353,20.588235294117645,5.833333333333333,206.69374180264347,368.6745609922325,0.5606400974516879,35.923727601715264,64.07627239828474,5.909914306364565,0.06896551724137931,0.27586206896551724,117,29.493483870212586,41.179892505095125,0.7162108027980744,1.0147644313466002,dewi,etika,lie
20.0,50.0,5,36,803.8501528655182,727.7009999999997,927.818000000002,38.28699604207877,39.089327121585356,38.533882071590234,37.142857142857146,14.285714285714285,4.5,345.1247180842554,282.6381983523899,1.2210830669602488,54.97692027481936,45.02307972518063,5.6441676286758815,0.13793103448275862,0.27586206896551724,117,27.640328279692234,43.09792400454091,0.6413378119275531,1.3496490305560833,dewi,etika,lie
25.0,55.0,6,36,805.5569385370707,727.7009999999997,927.818000000002,39.52809650074975,41.370663105206845,40.788621285001184,48.57142857142857,17.142857142857142,4.5,408.971816040293,441.0653139334387,0.9272364049511521,48.11222964494872,51.88777035505129,6.089192968637965,0.06896551724137931,0.20689655172413793,117,29.253476423875874,43.62090428555859,0.6706297566041224,0.49179747308392463,dewi,etika,lie
30.0,60.0,7,35,808.3011939238442,727.7009999999962,927.818000000002,39.77977113210438,46.30851434503429,45.6349736330383,52.94117647058824,20.588235294117645,4.375,553.0805081737523,497.71155168551513,1.111247079358975,52.63462956199216,47.36537043800785,6.210020695732821,0.07017543859649122,0.21052631578947367,114,32.74506452004826,40.347641127918,0.8115732073712423,1.1033832615282497,dewi,etika,lie
35.0,65.0,8,35,808.3670197370086,727.7009999999962,927.818000000002,39.51224888752032,46.68187344763109,45.9902519029085,52.94117647058824,23.52941176470588,3.5,364.45889953021094,208.23944076361892,1.7501915016374017,63.63889571309406,36.361104286905935,5.338688575144953,0.13793103448275862,0.20689655172413793,116,33.009069273312186,38.035576181641694,0.867847225862307,0.9850798461952945,dewi,etika,lie
40.0,70.0,9,36,808.6530191887585,727.7009999999962,891.4340000000038,36.47511865209123,37.19683570615074,36.694511118475226,42.857142857142854,17.142857142857142,4.0,75.26708066355499,137.3103898392787,0.5481528437262091,35.406894477348516,64.59310552265148,4.9222439824475295,0.07017543859649122,0.21052631578947367,115,26.30213476650109,38.33689625260994,0.6860788779871679,1.0559769882285177,dewi,etika,lie
45.0,75.0,10,36,816.7056362072435,727.7009999999962,891.4340000000038,34.41636095773298,41.06418983593275,40.48665679299143,45.714285714285715,22.857142857142858,3.6,90.43337545114427,197.33533550036123,0.45827259077469545,31.425715169702386,68.57428483029761,5.28490449228112,0.13793103448275862,0.20689655172413793,117,29.03676709691975,32.89691994314151,0.8826591409501684,0.5819313153427434,dewi,etika,lie
50.0,80.0,11,36,824.8709976838418,727.7009999999962,891.4340000000038,32.67111958029305,41.466523893523686,40.88106710959554,48.57142857142857,22.857142857142858,4.5,101.65802588486876,169.05355641623535,0.6013362158118186,37.55215237588087,62.447847624119134,5.130215566591496,0.13793103448275862,0.20689655172413793,117,29.321260237344596,29.310265566938675,1.0003751132988137,0.9690788677887704,dewi,etika,lie
